frame,object_id,object_type,x,y,area,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height,window_index,window_start_frame,local_frame,sam3_track_id,text_prompt
778,robot_006,robot,541.5401360544217,319.68843537414966,735,525,299,560,335,35,36,48,768,10,1,robot
779,robot_001,robot,567.0160098522167,355.47906403940885,1624,542,325,593,377,51,52,48,768,11,0,robot
779,robot_006,robot,544.9648682559598,318.63739021329985,797,528,298,563,334,35,36,48,768,11,1,robot
780,robot_001,robot,567.6112515802781,355.4759797724399,1582,543,325,594,377,51,52,48,768,12,0,robot
780,robot_006,robot,551.1298013245033,318.07284768211923,755,534,297,570,333,36,36,48,768,12,1,robot
781,robot_001,robot,567.7585551330799,355.11216730038024,1578,543,324,594,377,51,53,48,768,13,0,robot
781,robot_006,robot,551.6675712347354,317.91316146540026,737,535,297,570,333,35,36,48,768,13,1,robot
782,robot_001,robot,567.7319257837491,355.08829174664106,1563,543,325,594,376,51,51,48,768,14,0,robot
782,robot_006,robot,551.1403973509933,318.076821192053,755,534,297,569,333,35,36,48,768,14,1,robot
783,robot_001,robot,567.6732233502538,354.88578680203045,1576,543,324,594,376,51,52,48,768,15,0,robot
783,robot_006,robot,550.0117035110533,318.7841352405722,769,533,298,569,334,36,36,48,768,15,1,robot
784,robot_001,robot,567.565912117177,354.6524633821571,1502,543,324,593,376,50,52,49,784,0,1,robot
784,robot_006,robot,547.1154345006485,318.7730220492866,771,530,298,565,334,35,36,49,784,0,0,robot
785,robot_001,robot,567.1774516344229,354.4049366244163,1499,543,324,592,375,49,51,49,784,1,1,robot
785,robot_006,robot,545.433962264151,319.6388140161725,742,529,298,563,335,34,37,49,784,1,0,robot
786,robot_001,robot,566.7766367137356,354.05776636713733,1558,543,323,592,376,49,53,49,784,2,1,robot
786,robot_006,robot,543.4874504623514,319.9775429326288,757,527,298,562,335,35,37,49,784,2,0,robot
787,robot_001,robot,566.4542566709022,353.8246505717916,1574,542,322,592,376,50,54,49,784,3,1,robot
787,robot_006,robot,541.3751600512164,319.786171574904,781,525,298,560,335,35,37,49,784,3,0,robot
788,robot_001,robot,565.6947040498443,353.1619937694704,1605,542,322,592,375,50,53,49,784,4,1,robot
788,robot_006,robot,536.6537467700258,320.25710594315245,774,519,298,556,335,37,37,49,784,4,0,robot
789,robot_001,robot,565.4280510018215,352.4754098360656,1647,541,323,591,375,50,52,49,784,5,1,robot
789,robot_006,robot,534.6407894736842,320.6934210526316,760,517,299,553,335,36,36,49,784,5,0,robot
790,robot_001,robot,565.2838002436054,352.568209500609,1642,541,323,591,375,50,52,49,784,6,1,robot
790,robot_006,robot,532.9182879377432,320.4643320363165,771,516,298,552,335,36,37,49,784,6,0,robot
791,robot_001,robot,564.927927927928,352.15375375375373,1665,541,323,591,375,50,52,49,784,7,1,robot
791,robot_006,robot,531.1836998706339,320.33505821474773,773,514,299,550,335,36,36,49,784,7,0,robot
792,robot_001,robot,563.9662522202486,351.8395500296033,1689,540,323,590,375,50,52,49,784,8,1,robot
792,robot_006,robot,527.1572481572482,319.85626535626534,814,509,298,547,335,38,37,49,784,8,0,robot
793,robot_001,robot,563.0195035460993,351.8717494089835,1692,539,322,590,375,51,53,49,784,9,1,robot
793,robot_006,robot,524.9680589680589,319.18058968058966,814,508,298,544,335,36,37,49,784,9,0,robot
794,robot_001,robot,561.8790887850467,351.53855140186914,1712,538,322,589,375,51,53,49,784,10,1,robot
794,robot_006,robot,522.6604010025063,318.79824561403507,798,505,298,542,334,37,36,49,784,10,0,robot
795,robot_001,robot,560.6660828955049,350.9731465265616,1713,537,322,587,375,50,53,49,784,11,1,robot
795,robot_006,robot,520.9127086007702,318.5327342747112,779,504,297,540,333,36,36,49,784,11,0,robot
796,robot_001,robot,558.7711204313961,350.663271420012,1669,535,321,585,374,50,53,49,784,12,1,robot
796,robot_006,robot,515.4051948051948,317.95454545454544,770,497,297,535,332,38,35,49,784,12,0,robot
797,robot_001,robot,557.9032648125756,350.3119709794438,1654,534,321,584,374,50,53,49,784,13,1,robot
797,robot_006,robot,512.3054187192118,317.1009852216749,812,495,296,532,332,37,36,49,784,13,0,robot
798,robot_001,robot,557.1274154589372,349.6708937198068,1656,533,320,583,373,50,53,49,784,14,1,robot
798,robot_006,robot,510.2264900662252,317.07549668874174,755,494,296,529,332,35,36,49,784,14,0,robot
799,robot_001,robot,556.3965832824894,349.2391702257474,1639,533,320,583,372,50,52,49,784,15,1,robot
799,robot_006,robot,507.50686498855833,315.812356979405,874,490,295,527,331,37,36,49,784,15,0,robot
800,robot_001,robot,554.5104096709201,348.6447280053727,1489,532,320,580,371,48,51,50,800,0,0,robot
800,robot_006,robot,505.9791666666667,315.8738425925926,864,489,296,525,331,36,35,50,800,0,1,robot
801,robot_001,robot,553.770099667774,348.1740863787375,1505,531,320,580,370,49,50,50,800,1,0,robot
801,robot_006,robot,505.9534050179212,316.0537634408602,837,489,296,525,331,36,35,50,800,1,1,robot
802,robot_001,robot,552.8009383378017,347.8411528150134,1492,530,320,579,370,49,50,50,800,2,0,robot
802,robot_006,robot,506.0683371298405,317.14464692482915,878,489,297,526,333,37,36,50,800,2,1,robot
803,robot_001,robot,551.8639455782313,347.64489795918365,1470,530,320,578,369,48,49,50,800,3,0,robot
803,robot_006,robot,506.5220838052095,318.2638731596829,883,490,298,526,334,36,36,50,800,3,1,robot
804,robot_001,robot,550.0464788732394,347.98943661971833,1420,528,320,576,369,48,49,50,800,4,0,robot
804,robot_006,robot,507.0215175537939,320.09626274065687,883,490,299,527,336,37,37,50,800,4,1,robot
805,robot_001,robot,549.3906810035842,348.0143369175628,1395,527,320,574,369,47,49,50,800,5,0,robot
805,robot_006,robot,508.2759022118743,321.2689173457509,859,491,300,527,337,36,37,50,800,5,1,robot
806,robot_001,robot,549.0170370370371,347.92962962962963,1350,527,321,574,368,47,47,50,800,6,0,robot
806,robot_006,robot,510.0354609929078,321.7387706855792,846,493,301,529,338,36,37,50,800,6,1,robot
807,robot_001,robot,548.7899474868717,347.8004501125281,1333,527,321,573,368,46,47,50,800,7,0,robot
807,robot_006,robot,511.8329238329238,322.67199017199016,814,494,301,530,338,36,37,50,800,7,1,robot
808,robot_001,robot,549.0911111111111,347.217037037037,1350,526,320,573,367,47,47,50,800,8,0,robot
808,robot_006,robot,513.5562659846547,323.0242966751918,782,496,301,532,338,36,37,50,800,8,1,robot
809,robot_001,robot,549.1782032400589,346.4499263622975,1358,527,318,573,367,46,49,50,800,9,0,robot
809,robot_006,robot,518.1229193341869,322.3085787451985,781,501,300,536,338,35,38,50,800,9,1,robot
810,robot_001,robot,549.9507948523845,346.76078728236183,1321,527,318,574,366,47,48,50,800,10,0,robot
810,robot_006,robot,521.377427184466,322.15776699029124,824,504,300,540,338,36,38,50,800,10,1,robot
811,robot_001,robot,549.871835443038,346.69541139240505,1264,528,319,574,366,46,47,50,800,11,0,robot
811,robot_006,robot,524.280912364946,322.0204081632653,833,508,300,543,338,35,38,50,800,11,1,robot
812,robot_001,robot,550.1723868954758,345.6723868954758,1282,528,318,574,365,46,47,50,800,12,0,robot
812,robot_006,robot,526.4896103896103,320.84935064935064,770,511,298,542,338,31,40,50,800,12,1,robot
813,robot_001,robot,550.0023510971787,345.0971786833856,1276,528,316,574,365,46,49,50,800,13,0,robot
813,robot_006,robot,532.1070381231672,320.3797653958944,682,517,299,547,337,30,38,50,800,13,1,robot
814,robot_001,robot,549.3426073131956,344.8744038155803,1258,527,318,573,364,46,46,50,800,14,0,robot
814,robot_006,robot,534.5828025477707,318.5891719745223,628,521,298,551,337,30,39,50,800,14,1,robot
815,robot_001,robot,548.6760563380282,342.6842105263158,1349,527,316,572,364,45,48,50,800,15,0,robot
815,robot_006,robot,537.1583166332665,316.0280561122245,499,525,298,554,336,29,38,50,800,15,1,robot
816,robot_001,robot,546.9289398280803,335.2166189111748,1745,527,298,571,362,44,64,51,816,0,0,robot
817,robot_001,robot,548.9690140845071,334.9369014084507,1775,525,299,570,362,45,63,51,816,1,0,robot
818,robot_001,robot,549.1657334826427,334.51735722284434,1786,524,298,572,361,48,63,51,816,2,0,robot
819,robot_001,robot,544.260067114094,341.8808724832215,1192,523,312,567,361,44,49,51,816,3,0,robot
820,robot_001,robot,548.3257365202891,333.9972206781545,1799,522,298,573,360,51,62,51,816,4,0,robot
821,robot_001,robot,546.3482699943279,333.3425978445831,1763,521,298,571,359,50,61,51,816,5,0,robot
822,robot_001,robot,545.1217049915872,332.8766124509254,1783,520,297,569,359,49,62,51,816,6,0,robot
823,robot_001,robot,544.1877133105802,332.94254835039817,1758,519,298,568,358,49,60,51,816,7,0,robot
824,robot_001,robot,543.1836158192091,332.50169491525423,1770,517,298,569,357,52,59,51,816,8,0,robot
825,robot_001,robot,534.4831081081081,337.3597972972973,1184,513,314,556,356,43,42,51,816,9,0,robot
825,robot_006,robot,554.2743055555555,318.3611111111111,576,542,297,570,337,28,40,51,816,9,1,robot
826,robot_001,robot,531.9380831212892,336.97794741306194,1179,511,312,555,356,44,44,51,816,10,0,robot
826,robot_006,robot,554.4816901408451,318.95352112676056,710,542,297,572,336,30,39,51,816,10,1,robot
827,robot_001,robot,529.6427272727273,336.9481818181818,1100,508,313,552,354,44,41,51,816,11,0,robot
827,robot_006,robot,555.1653746770025,319.3966408268734,774,539,297,574,336,35,39,51,816,11,1,robot
828,robot_001,robot,528.0229007633587,334.12553011026296,1179,507,308,551,353,44,45,51,816,12,0,robot
828,robot_006,robot,555.8641025641026,319.21666666666664,780,540,297,574,335,34,38,51,816,12,1,robot
829,robot_001,robot,524.5165957446809,331.69106382978725,1175,504,306,549,351,45,45,51,816,13,0,robot
829,robot_006,robot,555.3641900121803,319.14494518879417,821,538,297,574,335,36,38,51,816,13,1,robot
830,robot_001,robot,523.0893901420217,330.6741854636592,1197,503,305,547,350,44,45,51,816,14,0,robot
830,robot_006,robot,554.0195599022005,319.0672371638142,818,536,297,573,335,37,38,51,816,14,1,robot
831,robot_001,robot,521.6140939597316,329.8296979865772,1192,502,305,545,349,43,44,51,816,15,0,robot
831,robot_006,robot,553.5911949685535,318.90943396226413,795,538,297,572,335,34,38,51,816,15,1,robot
832,robot_001,robot,519.7052200614124,330.84851586489253,977,500,307,542,347,42,40,52,832,0,1,robot
832,robot_006,robot,552.346314325452,320.0,719,537,298,570,335,33,37,52,832,0,0,robot
833,robot_001,robot,516.3111342351717,329.1477627471384,961,497,306,539,345,42,39,52,832,1,1,robot
833,robot_006,robot,552.4821428571429,319.1670918367347,784,535,297,571,334,36,37,52,832,1,0,robot
834,robot_001,robot,514.7787439613527,327.912077294686,1035,495,304,537,345,42,41,52,832,2,1,robot
834,robot_006,robot,552.7394636015325,318.8888888888889,783,536,297,571,334,35,37,52,832,2,0,robot
835,robot_001,robot,512.48675171737,326.9293424926398,1019,493,303,536,344,43,41,52,832,3,1,robot
835,robot_006,robot,552.1581632653061,318.23852040816325,784,536,296,571,333,35,37,52,832,3,0,robot
836,robot_001,robot,510.6852226720648,326.0536437246964,988,492,302,533,343,41,41,52,832,4,1,robot
836,robot_006,robot,551.2002518891687,318.00251889168766,794,534,295,570,333,36,38,52,832,4,0,robot
837,robot_001,robot,506.7245632065776,323.84789311408014,973,488,299,529,341,41,42,52,832,5,1,robot
837,robot_006,robot,548.6022304832713,316.5700123915737,807,532,294,567,332,35,38,52,832,5,0,robot
838,robot_001,robot,504.3680412371134,323.00515463917526,970,486,298,526,340,40,42,52,832,6,1,robot
838,robot_006,robot,546.8756157635468,315.7586206896552,812,530,293,566,331,36,38,52,832,6,0,robot
839,robot_001,robot,501.7985153764581,322.8091198303287,943,483,298,524,339,41,41,52,832,7,1,robot
839,robot_006,robot,544.6860025220681,315.0277427490542,793,528,293,563,330,35,37,52,832,7,0,robot
840,robot_001,robot,499.07832618025753,322.16416309012874,932,480,297,521,339,41,42,52,832,8,1,robot
840,robot_006,robot,542.6874251497006,314.0179640718563,835,525,291,561,330,36,39,52,832,8,0,robot
841,robot_001,robot,491.6566566566567,320.974974974975,999,473,297,514,339,41,42,52,832,9,1,robot
841,robot_006,robot,538.9463647199046,313.93087008343264,839,522,291,559,329,37,38,52,832,9,0,robot
842,robot_001,robot,489.29580348004095,321.0603889457523,977,470,297,512,338,42,41,52,832,10,1,robot
842,robot_006,robot,537.6283618581907,313.8166259168704,818,521,291,557,329,36,38,52,832,10,0,robot
843,robot_001,robot,485.4699683877766,321.3888303477345,949,466,298,508,338,42,40,52,832,11,1,robot
843,robot_006,robot,535.9836448598131,312.5922897196262,856,520,290,555,329,35,39,52,832,11,0,robot
844,robot_001,robot,482.3893129770992,321.2050163576881,917,463,298,504,337,41,39,52,832,12,1,robot
844,robot_006,robot,535.0815850815851,312.3706293706294,858,519,290,554,329,35,39,52,832,12,0,robot
845,robot_001,robot,474.7614973262032,320.06844919786096,935,455,297,496,336,41,39,52,832,13,1,robot
845,robot_006,robot,533.734394124847,313.1738066095471,817,517,289,553,329,36,40,52,832,13,0,robot
845,robot_007,robot,898.4626021370208,302.2595851665619,1591,878,261,911,339,33,78,52,832,13,2,robot
846,robot_001,robot,471.7141292442497,319.6681270536692,913,453,297,493,335,40,38,52,832,14,1,robot
846,robot_006,robot,533.4572098475967,312.4185228604924,853,516,289,553,328,37,39,52,832,14,0,robot
846,robot_007,robot,893.8095007270964,302.47455162384875,2063,869,262,911,341,42,79,52,832,14,2,robot
847,robot_001,robot,467.88492871690426,318.5061099796334,982,447,296,490,334,43,38,52,832,15,1,robot
847,robot_006,robot,531.5423925667828,312.13240418118465,861,514,289,551,328,37,39,52,832,15,0,robot
847,robot_007,robot,889.7725674091442,302.69089488081283,2559,862,262,910,344,48,82,52,832,15,2,robot
848,robot_001,robot,466.5877944325482,318.6531049250535,934,447,296,489,334,42,38,53,848,0,1,robot
848,robot_006,robot,528.6934306569343,311.25790754257906,822,512,289,547,327,35,38,53,848,0,2,robot
848,robot_007,robot,886.5844716031631,300.7437095614666,2782,857,262,910,344,53,82,53,848,0,0,robot
849,robot_001,robot,466.3010638297872,318.6755319148936,940,448,296,488,334,40,38,53,848,1,1,robot
849,robot_006,robot,523.1316098707402,310.56286721504114,851,506,288,543,326,37,38,53,848,1,2,robot
849,robot_007,robot,879.6269165247019,301.9091425326519,3522,846,265,910,349,64,84,53,848,1,0,robot
850,robot_001,robot,466.6191467221644,318.5816857440166,961,447,296,489,334,42,38,53,848,2,1,robot
850,robot_006,robot,519.7127532777116,310.3253873659118,839,502,288,540,326,38,38,53,848,2,2,robot
850,robot_007,robot,876.3929027316824,304.1774317079398,3917,839,268,910,349,71,81,53,848,2,0,robot
851,robot_001,robot,467.8724696356275,318.3825910931174,988,448,296,490,334,42,38,53,848,3,1,robot
851,robot_006,robot,516.8094660194175,310.3422330097088,824,499,288,537,325,38,37,53,848,3,2,robot
851,robot_007,robot,873.4316109422492,306.4044891278934,4277,834,270,910,352,76,82,53,848,3,0,robot
852,robot_001,robot,470.9293248945148,317.73945147679325,948,453,295,493,334,40,39,53,848,4,1,robot
852,robot_006,robot,514.0787207872079,309.1758917589176,813,497,288,533,325,36,37,53,848,4,2,robot
852,robot_007,robot,871.0987957181088,309.56779661016947,4484,831,273,910,352,79,79,53,848,4,0,robot
853,robot_001,robot,476.5139318885449,317.1713106295149,969,457,294,499,334,42,40,53,848,5,1,robot
853,robot_006,robot,510.5924932975871,307.87533512064346,746,497,287,529,324,32,37,53,848,5,2,robot
853,robot_007,robot,864.752860871311,314.70026099176874,4981,825,275,910,355,85,80,53,848,5,0,robot
854,robot_001,robot,479.1940144478844,317.20846233230134,969,459,294,502,334,43,40,53,848,6,1,robot
854,robot_006,robot,511.40228245363767,306.5620542082739,701,499,287,529,322,30,35,53,848,6,2,robot
854,robot_007,robot,860.6312646619748,320.3663894220516,4689,822,284,904,361,82,77,53,848,6,0,robot
855,robot_001,robot,481.67402733964246,316.794952681388,951,462,294,504,333,42,39,53,848,7,1,robot
855,robot_006,robot,512.3101983002833,305.89518413597733,706,500,286,530,322,30,36,53,848,7,2,robot
855,robot_007,robot,855.7658493483543,324.0223105809587,4527,817,292,897,364,80,72,53,848,7,0,robot
856,robot_001,robot,484.0946372239748,316.5373291272345,951,464,294,506,333,42,39,53,848,8,1,robot
856,robot_006,robot,512.9985250737464,305.4159292035398,678,501,285,530,322,29,37,53,848,8,2,robot
856,robot_007,robot,850.9684466019418,326.9719770520741,4532,813,294,892,367,79,73,53,848,8,0,robot
857,robot_001,robot,487.7045929018789,315.3945720250522,958,468,293,508,332,40,39,53,848,9,1,robot
857,robot_006,robot,515.1209150326797,304.43464052287584,612,504,285,531,320,27,35,53,848,9,2,robot
857,robot_007,robot,844.4498596068993,331.4677095868432,4986,805,296,889,372,84,76,53,848,9,0,robot
858,robot_001,robot,488.6251298026999,315.2232606438214,963,469,292,509,332,40,40,53,848,10,1,robot
858,robot_006,robot,515.0421393841167,303.89465153970826,617,504,284,531,320,27,36,53,848,10,2,robot
858,robot_007,robot,841.4806758593902,333.34142551951834,5149,801,297,887,375,86,78,53,848,10,0,robot
859,robot_001,robot,488.73467336683416,314.6482412060301,995,469,292,510,332,41,40,53,848,11,1,robot
859,robot_006,robot,513.6175496688742,303.2996688741722,604,503,284,529,320,26,36,53,848,11,2,robot
859,robot_007,robot,837.8663646659116,335.7130992827482,5298,796,299,885,376,89,77,53,848,11,0,robot
860,robot_001,robot,488.3046488625124,314.566765578635,1011,468,292,510,332,42,40,53,848,12,1,robot
860,robot_006,robot,512.7768987341772,302.27848101265823,632,501,284,528,319,27,35,53,848,12,2,robot
860,robot_007,robot,832.779914925097,338.4551507305345,5407,791,300,880,379,89,79,53,848,12,0,robot
861,robot_001,robot,486.6321036889332,314.23030907278167,1003,467,291,509,331,42,40,53,848,13,1,robot
861,robot_006,robot,509.7781402936378,302.84665579119087,613,497,284,526,320,29,36,53,848,13,2,robot
861,robot_007,robot,823.1360737065911,345.9681077250177,5644,781,307,871,388,90,81,53,848,13,0,robot
862,robot_001,robot,485.9658291457287,314.1055276381909,995,466,290,508,331,42,41,53,848,14,1,robot
862,robot_006,robot,509.9718309859155,302.8059467918623,639,498,284,527,320,29,36,53,848,14,2,robot
862,robot_007,robot,818.9698021520305,350.4422075668171,5762,776,310,867,393,91,83,53,848,14,0,robot
863,robot_001,robot,484.93879668049794,314.1473029045643,964,465,290,507,331,42,41,53,848,15,1,robot
863,robot_006,robot,510.1765625,302.8421875,640,498,284,526,320,28,36,53,848,15,2,robot
863,robot_007,robot,815.0087855297157,355.2361757105943,5805,772,316,864,397,92,81,53,848,15,0,robot
864,robot_001,robot,483.599334073252,313.6448390677025,901,464,288,504,330,40,42,54,864,0,1,robot
864,robot_006,robot,510.1750433275564,303.2911611785095,577,499,284,527,318,28,34,54,864,0,2,robot
864,robot_007,robot,811.5587382779198,361.1150895140665,5865,768,321,861,404,93,83,54,864,0,0,robot
865,robot_001,robot,481.56,314.1022222222222,900,462,290,503,330,41,40,54,864,1,1,robot
865,robot_006,robot,511.2627511591963,303.3771251931994,647,499,283,528,319,29,36,54,864,1,2,robot
865,robot_007,robot,803.0795842382873,374.8129072292895,6446,758,332,853,422,95,90,54,864,1,0,robot
866,robot_001,robot,480.6024915062288,314.3624009060023,883,461,290,503,330,42,40,54,864,2,1,robot
866,robot_006,robot,511.3001508295626,303.59276018099547,663,497,283,528,319,31,36,54,864,2,2,robot
866,robot_007,robot,798.7524619516562,383.3485526708445,6702,754,340,849,433,95,93,54,864,2,0,robot
867,robot_001,robot,480.38666666666666,314.0233333333333,900,461,289,503,330,42,41,54,864,3,1,robot
867,robot_006,robot,511.3038922155689,303.6616766467066,668,497,283,528,319,31,36,54,864,3,2,robot
867,robot_007,robot,794.6070557866054,391.8038147138965,6973,749,348,845,442,96,94,54,864,3,0,robot
868,robot_001,robot,479.9377729257642,313.7707423580786,916,460,289,502,330,42,41,54,864,4,1,robot
868,robot_006,robot,510.7910447761194,303.4507462686567,670,497,283,528,319,31,36,54,864,4,2,robot
868,robot_007,robot,789.7035694366982,400.95775237032905,7172,743,357,840,451,97,94,54,864,4,0,robot
869,robot_001,robot,479.5930735930736,313.0725108225108,924,461,289,502,329,41,40,54,864,5,1,robot
869,robot_006,robot,509.90977443609023,303.5593984962406,665,497,283,527,319,30,36,54,864,5,2,robot
869,robot_007,robot,779.5377384196186,417.7036784741144,7340,734,373,829,468,95,95,54,864,5,0,robot
870,robot_001,robot,480.5718849840256,312.8839190628328,939,461,289,502,329,41,40,54,864,6,1,robot
870,robot_006,robot,510.0492040520984,302.95369030390736,691,497,283,527,319,30,36,54,864,6,2,robot
870,robot_007,robot,774.0435015392852,425.2778744478651,7471,728,380,824,474,96,94,54,864,6,0,robot
871,robot_001,robot,480.97983014862,312.39171974522293,942,462,288,503,329,41,41,54,864,7,1,robot
871,robot_006,robot,510.6432748538012,303.2426900584795,684,498,283,527,320,29,37,54,864,7,2,robot
871,robot_007,robot,770.3113663056245,432.6293879681587,7663,724,386,820,484,96,98,54,864,7,0,robot
872,robot_001,robot,480.7032608695652,312.3847826086957,920,461,288,503,329,42,41,54,864,8,1,robot
872,robot_006,robot,511.5458515283843,304.0887918486172,687,498,283,529,320,31,37,54,864,8,2,robot
872,robot_007,robot,766.4606428752214,439.4185016451531,7902,719,391,819,490,100,99,54,864,8,0,robot
873,robot_001,robot,480.80760869565216,312.1489130434783,920,461,288,503,329,42,41,54,864,9,1,robot
873,robot_006,robot,513.5076495132128,303.78303198887346,719,499,283,531,319,32,36,54,864,9,2,robot
873,robot_007,robot,762.1358265318553,445.44670483615545,8209,712,397,816,497,104,100,54,864,9,0,robot
874,robot_001,robot,481.71931696905017,311.75667022411955,937,462,287,504,328,42,41,54,864,10,1,robot
874,robot_006,robot,516.119341563786,303.61316872427983,729,502,283,534,319,32,36,54,864,10,2,robot
874,robot_007,robot,757.8179837137286,450.7889666246129,8719,707,400,814,505,107,105,54,864,10,0,robot
875,robot_001,robot,482.9102564102564,311.6100427350427,936,464,287,505,328,41,41,54,864,11,1,robot
875,robot_006,robot,518.2681940700809,303.8787061994609,742,503,283,537,319,34,36,54,864,11,2,robot
875,robot_007,robot,753.4736429770566,456.0962506994964,8935,703,404,810,511,107,107,54,864,11,0,robot
876,robot_001,robot,484.2382413087935,310.9069529652352,978,465,286,506,328,41,42,54,864,12,1,robot
876,robot_006,robot,520.1392572944297,303.2493368700265,754,505,282,539,319,34,37,54,864,12,2,robot
876,robot_007,robot,748.6067009744881,462.13281506624327,9133,698,410,805,519,107,109,54,864,12,0,robot
877,robot_001,robot,485.4252288911495,310.6205493387589,983,466,286,507,328,41,42,54,864,13,1,robot
877,robot_006,robot,520.8131720430108,303.36290322580646,744,506,282,540,319,34,37,54,864,13,2,robot
877,robot_007,robot,742.9975991649269,467.5495824634655,9580,693,414,797,526,104,112,54,864,13,0,robot
878,robot_001,robot,485.2502606882169,310.9614181438999,959,466,287,507,328,41,41,54,864,14,1,robot
878,robot_006,robot,520.8428005284015,303.4848084544254,757,506,282,540,319,34,37,54,864,14,2,robot
878,robot_007,robot,741.5636232183433,469.6379880190044,9682,691,415,796,529,105,114,54,864,14,0,robot
879,robot_001,robot,484.5727948990436,311.21360255047824,941,465,287,507,328,42,41,54,864,15,1,robot
879,robot_006,robot,520.2714285714286,303.53376623376624,770,506,283,540,319,34,36,54,864,15,2,robot
879,robot_007,robot,740.8902870216306,470.0428452579035,9616,691,415,796,528,105,113,54,864,15,0,robot
880,robot_001,robot,483.1954436450839,312.0179856115108,834,464,289,504,327,40,38,55,880,0,1,robot
880,robot_006,robot,519.9251412429378,304.25564971751413,708,506,283,538,319,32,36,55,880,0,0,robot
880,robot_007,robot,740.9738793937439,469.11050198860585,9303,692,415,794,527,102,112,55,880,0,2,robot
881,robot_001,robot,478.7984054669704,311.19589977220954,878,460,288,500,327,40,39,55,880,1,1,robot
881,robot_006,robot,520.3931731984829,304.39570164348925,791,503,283,540,319,37,36,55,880,1,0,robot
881,robot_007,robot,741.6663518052057,468.5617128463476,9528,692,415,796,527,104,112,55,880,1,2,robot
882,robot_001,robot,477.0842572062084,311.1086474501109,902,458,289,498,327,40,38,55,880,2,1,robot
882,robot_006,robot,521.4872417982989,303.8153098420413,823,505,283,541,319,36,36,55,880,2,0,robot
882,robot_007,robot,742.236798509008,468.2392834955477,9658,692,414,796,527,104,113,55,880,2,2,robot
883,robot_001,robot,476.4271631982475,311.1752464403067,913,457,288,498,327,41,39,55,880,3,1,robot
883,robot_006,robot,521.5628815628816,303.6178266178266,819,505,282,541,319,36,37,55,880,3,0,robot
883,robot_007,robot,743.1161616161617,468.33745619459904,9702,693,414,797,528,104,114,55,880,3,2,robot
884,robot_001,robot,475.9491869918699,310.5,984,457,287,497,327,40,40,55,880,4,1,robot
884,robot_006,robot,521.5166872682324,303.65636588380715,809,505,282,541,319,36,37,55,880,4,0,robot
884,robot_007,robot,743.7066789781471,468.4167436134195,9747,693,414,798,527,105,113,55,880,4,2,robot
885,robot_001,robot,476.5070993914807,310.58316430020284,986,458,287,498,327,40,40,55,880,5,1,robot
885,robot_006,robot,520.4505494505495,302.5323565323565,819,504,281,540,318,36,37,55,880,5,0,robot
885,robot_007,robot,743.9477444376404,468.6467646458461,9798,694,413,799,529,105,116,55,880,5,2,robot
886,robot_001,robot,476.7522842639594,310.85177664974617,985,458,288,498,328,40,40,55,880,6,1,robot
886,robot_006,robot,518.740834386852,302.82300884955754,791,502,281,538,318,36,37,55,880,6,0,robot
886,robot_007,robot,743.8356611275359,468.4911815679478,9809,694,413,799,528,105,115,55,880,6,2,robot
887,robot_001,robot,477.2597014925373,310.7960199004975,1005,458,287,499,328,41,41,55,880,7,1,robot
887,robot_006,robot,516.8471177944862,303.07142857142856,798,500,281,536,318,36,37,55,880,7,0,robot
887,robot_007,robot,743.8381320581951,468.25302675755415,9829,694,403,798,528,104,125,55,880,7,2,robot
888,robot_001,robot,477.4338677354709,310.76653306613224,998,458,287,500,328,42,41,55,880,8,1,robot
888,robot_006,robot,514.9875466998755,302.4234122042341,803,498,280,534,318,36,38,55,880,8,0,robot
888,robot_007,robot,743.5405349151837,468.9331876365907,9609,694,414,798,528,104,114,55,880,8,2,robot
889,robot_001,robot,477.3360655737705,311.5327868852459,976,458,288,500,328,42,40,55,880,9,1,robot
889,robot_006,robot,511.2457386363636,301.83664772727275,704,498,281,529,317,31,36,55,880,9,0,robot
889,robot_007,robot,743.1519339976428,470.960462873674,9333,694,418,798,529,104,111,55,880,9,2,robot
890,robot_001,robot,477.3179487179487,311.18461538461537,975,458,287,500,328,42,41,55,880,10,1,robot
890,robot_006,robot,508.4580467675378,300.94085281980745,727,494,280,527,317,33,37,55,880,10,0,robot
890,robot_007,robot,743.6703762586116,471.177848436672,9435,694,418,799,531,105,113,55,880,10,2,robot
891,robot_001,robot,477.73056994818654,311.0134715025907,965,458,288,500,327,42,39,55,880,11,1,robot
891,robot_006,robot,505.91456582633054,300.62605042016804,714,491,279,524,317,33,38,55,880,11,0,robot
891,robot_007,robot,744.2602536997886,471.2871035940804,9460,694,418,799,530,105,112,55,880,11,2,robot
892,robot_001,robot,477.1770491803279,311.2120218579235,915,458,288,500,327,42,39,55,880,12,1,robot
892,robot_006,robot,504.9335394126739,300.6398763523957,647,490,280,523,317,33,37,55,880,12,0,robot
892,robot_007,robot,744.1812815283889,470.77396157561446,9317,694,417,799,531,105,114,55,880,12,2,robot
893,robot_001,robot,478.67883995703545,310.56498388829215,931,459,288,500,326,41,38,55,880,13,1,robot
893,robot_006,robot,504.7904599659285,299.9812606473595,587,494,280,522,316,28,36,55,880,13,0,robot
893,robot_007,robot,743.6104119608476,469.7472302893406,9297,694,416,798,529,104,113,55,880,13,2,robot
